id,title,company,location,salary,description
IND82,Software Engineer,Swiggy,Remote,₹17LPA,"We are hiring a Software Engineer at Swiggy. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND83,Backend Developer,HCL,Hyderabad,₹20LPA,"We are hiring a Backend Developer at HCL. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND84,DevOps Engineer,Zoho,Remote,₹19LPA,"We are hiring a DevOps Engineer at Zoho. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND85,Data Scientist,Zoho,Gurugram,₹25LPA,"We are hiring a Data Scientist at Zoho. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND86,Data Scientist,Tech Mahindra,Noida,₹30LPA,"We are hiring a Data Scientist at Tech Mahindra. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND87,Frontend Developer,Ola,Gurugram,₹7LPA,"We are hiring a Frontend Developer at Ola. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND88,Machine Learning Engineer,Infosys,Pune,₹8LPA,"We are hiring a Machine Learning Engineer at Infosys. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND89,Software Engineer,Wipro,Chennai,₹16LPA,"We are hiring a Software Engineer at Wipro. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND90,Software Engineer,TCS,Chennai,₹14LPA,"We are hiring a Software Engineer at TCS. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND91,Frontend Developer,Infosys,Remote,₹29LPA,"We are hiring a Frontend Developer at Infosys. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND92,DevOps Engineer,HCL,Gurugram,₹8LPA,"We are hiring a DevOps Engineer at HCL. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND93,Frontend Developer,Wipro,Remote,₹21LPA,"We are hiring a Frontend Developer at Wipro. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND94,Backend Developer,TCS,Noida,₹18LPA,"We are hiring a Backend Developer at TCS. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND95,Software Engineer,Zomato,Chennai,₹21LPA,"We are hiring a Software Engineer at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND96,Frontend Developer,Ola,Mumbai,₹11LPA,"We are hiring a Frontend Developer at Ola. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND97,DevOps Engineer,Wipro,Pune,₹7LPA,"We are hiring a DevOps Engineer at Wipro. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND98,Data Scientist,Ola,Bangalore,₹13LPA,"We are hiring a Data Scientist at Ola. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND99,Backend Developer,Tech Mahindra,Remote,₹29LPA,"We are hiring a Backend Developer at Tech Mahindra. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND100,Software Engineer,Ola,Gurugram,₹5LPA,"We are hiring a Software Engineer at Ola. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND101,DevOps Engineer,TCS,Chennai,₹28LPA,"We are hiring a DevOps Engineer at TCS. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND102,Software Engineer,Paytm,Mumbai,₹17LPA,"We are hiring a Software Engineer at Paytm. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND103,Software Engineer,Wipro,Noida,₹10LPA,"We are hiring a Software Engineer at Wipro. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND104,DevOps Engineer,Freshworks,Gurugram,₹17LPA,"We are hiring a DevOps Engineer at Freshworks. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND105,Data Scientist,Tech Mahindra,Pune,₹27LPA,"We are hiring a Data Scientist at Tech Mahindra. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND106,Product Manager,Swiggy,Bangalore,₹23LPA,"We are hiring a Product Manager at Swiggy. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND107,Software Engineer,Zomato,Remote,₹20LPA,"We are hiring a Software Engineer at Zomato. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND108,Backend Developer,Swiggy,Remote,₹15LPA,"We are hiring a Backend Developer at Swiggy. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND109,Machine Learning Engineer,Flipkart,Noida,₹27LPA,"We are hiring a Machine Learning Engineer at Flipkart. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND110,Backend Developer,Flipkart,Bangalore,₹10LPA,"We are hiring a Backend Developer at Flipkart. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND111,Backend Developer,Zoho,Hyderabad,₹9LPA,"We are hiring a Backend Developer at Zoho. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND112,Backend Developer,Flipkart,Pune,₹26LPA,"We are hiring a Backend Developer at Flipkart. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND113,Backend Developer,Tech Mahindra,Mumbai,₹29LPA,"We are hiring a Backend Developer at Tech Mahindra. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND114,Data Scientist,TCS,Bangalore,₹28LPA,"We are hiring a Data Scientist at TCS. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND115,Machine Learning Engineer,Freshworks,Mumbai,₹29LPA,"We are hiring a Machine Learning Engineer at Freshworks. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND116,Frontend Developer,HCL,Noida,₹24LPA,"We are hiring a Frontend Developer at HCL. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND117,Backend Developer,Swiggy,Remote,₹8LPA,"We are hiring a Backend Developer at Swiggy. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND118,DevOps Engineer,Zoho,Noida,₹14LPA,"We are hiring a DevOps Engineer at Zoho. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
